1.3164375691151278e+18	fake
1.3162666477039124e+18	truth
1.316264495636009e+18	truth
1.3168835378371052e+18	truth
1.316847712285995e+18	truth
1.317932987003097e+18	truth
1.3178967649476813e+18	truth
1.3174628833919877e+18	truth
1.3171768998111027e+18	truth
1.317067671700181e+18	fake
1.3170583938871173e+18	truth
1.3170523579691213e+18	truth
1.3170458379863982e+18	truth
1.3170306861261824e+18	truth
1.3170165929459917e+18	truth
1.3170164303789507e+18	truth
1.319003018885464e+18	truth
1.3189708742889513e+18	fake
1.318922433265623e+18	fake
1.3189120694424084e+18	truth
1.318885197186818e+18	fake
1.3188431813798461e+18	truth
1.3187299872692716e+18	fake
1.318723490518913e+18	fake
1.3187071737326019e+18	truth
1.3186570039386317e+18	fake
1.318654976382673e+18	fake
1.318654878697296e+18	fake
1.3186523055002296e+18	fake
1.3186459974640968e+18	fake
1.318636343682093e+18	fake
1.3186343047469834e+18	truth
1.3186342605012705e+18	fake
1.318632181347029e+18	fake
1.3186307863887094e+18	fake
1.318626869105877e+18	fake
1.3186194611723182e+18	fake
1.3186160421685535e+18	fake
1.3186159581944422e+18	fake
1.3186139858565448e+18	fake
1.3186108335434875e+18	fake
1.3186103399493263e+18	fake
1.3185933097204e+18	fake
1.3185900308609475e+18	fake
1.3185900066472837e+18	fake
1.318577540253012e+18	truth
1.3185692162960794e+18	truth
1.3185673666163384e+18	truth
1.318566564971643e+18	fake
1.3185657609444516e+18	truth
1.3185626599444972e+18	fake
1.318562633566638e+18	truth
1.3185621842853478e+18	fake
1.3185557539432817e+18	fake
1.3185551005672612e+18	fake
1.3185515916921774e+18	fake
1.3185501147393597e+18	fake
1.3185489192074732e+18	fake
1.3185481733596324e+18	fake
1.318546330915119e+18	fake
1.31854371895842e+18	fake
1.3185401977185772e+18	truth
1.3185396794242212e+18	fake
1.3185343932632515e+18	fake
1.318524672112296e+18	fake
1.3185169046765158e+18	fake
1.3185154654597816e+18	fake
1.3168142905365955e+18	fake
1.318104993627603e+18	truth
1.3171487048565473e+18	truth
1.3170289907927163e+18	truth
1.317012402861269e+18	truth
1.3169940584228127e+18	fake
1.318293792152277e+18	truth
1.318290158077313e+18	fake
1.3189731238453617e+18	truth
1.319575961487233e+18	truth
1.3223745982315274e+18	truth
1.3214427708720824e+18	fake
1.3190628059376067e+18	fake
1.3190411830630932e+18	fake
1.3190304046413373e+18	fake
1.321079622021296e+18	fake
1.321707195487146e+18	fake
1.3194226856847155e+18	fake
1.3192124542164255e+18	fake
1.3191402030392607e+18	fake
1.3190715728173138e+18	fake
1.3203496356517888e+18	fake
1.320062732377477e+18	fake
1.3200039063495025e+18	fake
1.319847065611096e+18	fake
1.322134627654525e+18	fake
1.319784402340225e+18	fake
1.3197145766870508e+18	fake
1.3196427963122196e+18	fake
1.319629723182502e+18	truth
1.3195944061949256e+18	fake
1.3194394519411835e+18	fake
1.321099604063101e+18	fake
1.3219346222430413e+18	truth
1.321840140009046e+18	truth
1.321660963611943e+18	fake
1.3204538685018276e+18	truth
1.3204130694624133e+18	fake
1.3203737260771615e+18	truth
1.3203411126037463e+18	truth
1.3202700860039823e+18	truth
1.3202666261267948e+18	truth
1.3202611424937574e+18	fake
1.3202420722307277e+18	truth
1.3202402852768317e+18	truth
1.3202202156665078e+18	truth
1.3202189632263619e+18	truth
1.3202188767482225e+18	truth
1.3202186662108897e+18	truth
1.3202155062851707e+18	truth
1.3226483530590167e+18	truth
1.3225786449218888e+18	fake
1.3201514169803325e+18	truth
1.3201437650976645e+18	truth
1.32009188115866e+18	truth
1.320090820180136e+18	truth
1.3200849784331305e+18	truth
1.320082978463191e+18	truth
1.3200742491896586e+18	fake
1.3200701727456297e+18	truth
1.3200697307078697e+18	truth
1.3200636547049267e+18	fake
1.3200627965419725e+18	fake
1.3200466345548227e+18	truth
1.3200442213746033e+18	truth
1.3200410254156308e+18	truth
1.3200318251091763e+18	truth
1.3200227952046572e+18	truth
1.3200086250002063e+18	truth
1.320003847784403e+18	truth
1.3200022637551288e+18	truth
1.3200008798739825e+18	truth
1.3199899906470912e+18	truth
1.3199898975377367e+18	truth
1.319989767950504e+18	truth
1.3199890916147937e+18	truth
1.3199883843460137e+18	fake
1.3199863834072433e+18	truth
1.3199797653365432e+18	truth
1.3199768621778084e+18	truth
1.3199754391804027e+18	truth
1.3199736603006607e+18	truth
1.3199732967718625e+18	truth
1.31996505626479e+18	fake
1.319953796605399e+18	truth
1.319948807652651e+18	truth
1.3199408755528049e+18	truth
1.3199369968491602e+18	fake
1.319919218779951e+18	fake
1.3198374792860017e+18	fake
1.3207923455043707e+18	truth
1.3206711193016156e+18	truth
1.3222057077987779e+18	fake
1.3197707331076792e+18	truth
1.319768926461612e+18	truth
1.3197603189108613e+18	fake
1.320697270388564e+18	truth
1.3206913179875164e+18	truth
1.3222124712524063e+18	fake
1.322179717961638e+18	fake
1.3215532472875459e+18	fake
1.3215085536439583e+18	truth
1.3213837460677468e+18	fake
1.321081059514069e+18	truth
1.3210532576455926e+18	truth
1.321052029796651e+18	truth
1.32103326625894e+18	truth
1.321020800640688e+18	truth
1.320986626550616e+18	truth
1.320974571953152e+18	truth
1.3209512223424717e+18	fake
1.3208115947339244e+18	fake
1.320809926894248e+18	truth
1.3207875646269112e+18	fake
1.3207766984813117e+18	fake
1.3207537029076337e+18	truth
1.320745854203011e+18	fake
1.3219957277410918e+18	fake
1.3214453313017938e+18	fake
1.3214193917335552e+18	truth
1.3240482403885097e+18	fake
1.3217458588163318e+18	fake
1.3233655217069343e+18	fake
1.322156908086702e+18	truth
1.3221538937831096e+18	truth
1.3221414449503683e+18	truth
1.3221390503761265e+18	truth
1.3221312506735698e+18	truth
1.3221188388765573e+18	truth
1.322118786246447e+18	truth
1.3221187221365105e+18	truth
1.3221186249670984e+18	truth
1.3221182893220577e+18	truth
1.3221137445252956e+18	truth
1.3240732899210977e+18	fake
1.3240124720476856e+18	fake
1.3237372076985016e+18	fake
1.323697731953709e+18	truth
1.3236909430951813e+18	fake
1.32369062886212e+18	truth
1.323684577190269e+18	truth
1.3236073105356964e+18	fake
1.3235792829212795e+18	truth
1.3235785600246292e+18	truth
1.3235698303148442e+18	truth
1.3235553586028626e+18	truth
1.323534537255768e+18	truth
1.3235217934628536e+18	truth
1.3235210859508736e+18	truth
1.3234996420725514e+18	fake
1.3234878293690163e+18	truth
1.324452076341076e+18	fake
1.3230116385433969e+18	fake
1.3230076414555955e+18	truth
1.3229907256304845e+18	fake
1.3229739130858455e+18	truth
1.3229621051344404e+18	fake
1.322954460264571e+18	truth
1.3229517614984274e+18	truth
1.3229435775848858e+18	truth
1.3229431991328317e+18	truth
1.3228799928465244e+18	fake
1.3228664573871923e+18	fake
1.323316242615206e+18	truth
1.3232986282957455e+18	truth
1.323293565758378e+18	fake
1.3232882903054746e+18	truth
1.323284513053528e+18	truth
1.3232757581444178e+18	truth
1.3232722251186586e+18	truth
1.3232626057466757e+18	fake
1.3232508043677573e+18	truth
1.323247884570153e+18	truth
1.323247286785319e+18	truth
1.3232247792273367e+18	truth
1.3232236124475105e+18	truth
1.3232158376716616e+18	fake
1.3232144981032182e+18	truth
1.323199851346223e+18	fake
1.3231994675547873e+18	truth
1.323197677341823e+18	truth
1.3231889855109775e+18	truth
1.3231876381369016e+18	truth
1.3231757726816338e+18	truth
1.3231741783595745e+18	truth
1.323169716005933e+18	truth
1.3231659721197076e+18	truth
1.3231447474316e+18	truth
1.3231444182794936e+18	truth
1.3231086757084406e+18	truth
1.3230538753441178e+18	truth
1.3248161562602906e+18	fake
1.3247682037221827e+18	fake
1.3247657358020772e+18	fake
1.3247352179035423e+18	fake
1.3247259507230843e+18	fake
1.324569368127279e+18	fake
1.326533289214169e+18	truth
1.3241344338768282e+18	truth
1.324102560463147e+18	truth
1.326233794903466e+18	truth
1.3262331620877967e+18	truth
1.3260482141145866e+18	fake
1.3245015154118205e+18	truth
1.3243453859350856e+18	truth
1.325509013593854e+18	truth
1.3254344483394068e+18	truth
1.3254042860088975e+18	truth
1.325323246443565e+18	truth
1.3251554781466092e+18	truth
1.325096572775002e+18	truth
1.3250789979365786e+18	truth
1.3248717230706565e+18	truth
1.325830912991486e+18	truth
1.3257499496744346e+18	truth
1.3257071204241818e+18	truth
1.3287849405201162e+18	fake
1.3287003788635914e+18	truth
1.3286261037836575e+18	truth
1.32861193024904e+18	truth
1.328550552469377e+18	truth
1.3284619620161577e+18	truth
1.3284201627526676e+18	truth
1.328379873723822e+18	truth
1.3283438251699978e+18	truth
1.3283428721149993e+18	truth
1.3283425780733665e+18	truth
1.3291517486242243e+18	fake
1.3317444657075405e+18	fake
1.3317154989465477e+18	truth
1.3317034547551232e+18	truth
1.331694375194288e+18	truth
1.3316916237098066e+18	truth
1.3316915475076997e+18	truth
1.3316809239942226e+18	truth
1.3316740119196426e+18	truth
1.331673862589862e+18	truth
1.331671842508206e+18	truth
1.331670469355991e+18	truth
1.3316633582784266e+18	truth
1.331662998008701e+18	truth
1.3316627563705836e+18	truth
1.3316605638736732e+18	truth
1.3316527572337992e+18	truth
1.331646257991803e+18	fake
1.3315812328372388e+18	fake
1.3315257720503132e+18	fake
1.3312150092512543e+18	fake
1.3311567634171904e+18	fake
1.3310775818866565e+18	fake
1.3321054579561718e+18	fake
1.332104071419994e+18	fake
1.3321014816049848e+18	fake
1.3320848478677934e+18	fake
1.3320815339187773e+18	fake
1.3320798880906732e+18	fake
1.3320678758977004e+18	fake
1.332063994115461e+18	fake
1.3320553752317993e+18	fake
1.3319980643919503e+18	fake
1.331996565297369e+18	truth
1.3319836752364913e+18	truth
1.3319789630617764e+18	fake
1.3319724807397827e+18	truth
1.331950894385156e+18	truth
1.331932856722088e+18	truth
1.3317687184902676e+18	truth
1.3331397094433997e+18	truth
1.3331386655943516e+18	truth
1.333115346325287e+18	fake
1.333091348770132e+18	truth
1.333075808596988e+18	truth
1.3330657309217997e+18	fake
1.3330465810467471e+18	truth
1.3330453541792768e+18	truth
1.3306483036676465e+18	fake
1.330511129525842e+18	fake
1.330448471325872e+18	fake
1.3327639559667098e+18	fake
1.332748083931779e+18	fake
1.3327186060990915e+18	truth
1.3327010285007708e+18	fake
1.332699926640341e+18	truth
1.3326541110414582e+18	fake
1.332631291766956e+18	fake
1.3326307376364954e+18	fake
1.3326169195606876e+18	truth
1.3325946320903987e+18	fake
1.332527344087675e+18	fake
1.3324987163102986e+18	truth
1.3324765887520645e+18	truth
1.3302547109855928e+18	fake
1.3302422112341115e+18	truth
1.330218899426644e+18	truth
1.3302085541297807e+18	fake
1.3301919514680934e+18	fake
1.3301683924483564e+18	truth
1.333450770558169e+18	truth
1.3334444015159173e+18	truth
1.3334297922895135e+18	fake
1.33328191296256e+18	truth
1.3332636244256563e+18	truth
1.333229262837588e+18	truth
1.3308826477453025e+18	fake
1.3308463924667597e+18	fake
1.330783141611647e+18	fake
1.3307758429228974e+18	fake
1.3324094073181348e+18	truth
1.3323949505799332e+18	fake
1.3323935069424108e+18	fake
1.3323818086132736e+18	fake
1.332380520290906e+18	fake
1.3323709909161124e+18	fake
1.3323625518170685e+18	fake
1.3323537865059983e+18	fake
1.3323434234210017e+18	fake
1.3323379724993905e+18	fake
1.3323343076591493e+18	fake
1.3323144214404874e+18	fake
1.3323135848949596e+18	fake
1.3322976421609103e+18	fake
1.3322878465777377e+18	fake
1.332280321228886e+18	truth
1.3322725133138125e+18	fake
1.3322671443866542e+18	fake
1.3322641148324864e+18	fake
1.3322530620402606e+18	fake
1.3322433080227963e+18	fake
1.3322392875307581e+18	fake
1.3322241349909955e+18	fake
1.3322087995124654e+18	fake
1.3321491133752975e+18	fake
1.3321240481432986e+18	fake
1.3367717594005053e+18	truth
1.3342743487488287e+18	truth
1.3359376739959726e+18	truth
1.3359354291331523e+18	truth
1.3359084918616433e+18	truth
1.3359025809338778e+18	truth
1.3368137131905065e+18	truth
1.336801219285803e+18	truth
1.336786887848104e+18	truth
1.3367167904502825e+18	truth
1.336156135330603e+18	truth
1.3370079160506819e+18	truth
1.3381956034535793e+18	truth
1.3381794805573345e+18	fake
1.338160154706129e+18	fake
1.3377496856882995e+18	truth
1.3376833669807514e+18	truth
1.3386058125629809e+18	fake
1.3385193385303163e+18	fake
1.3384390726002524e+18	fake
1.3384126878192148e+18	fake
1.3360624479464448e+18	truth
1.3360619315228385e+18	truth
1.336061735011283e+18	truth
1.3359153757043343e+18	truth
1.3359062430603633e+18	fake
1.335895647598375e+18	truth
1.3358821958488474e+18	truth
1.335843126724997e+18	truth
1.3375377478258647e+18	fake
1.3375205848304108e+18	truth
1.3374759559468278e+18	truth
1.3393343536215736e+18	fake
1.33930605024845e+18	truth
1.3392692110262968e+18	truth
1.339114667810181e+18	truth
1.3390608384649748e+18	truth
1.3390433057457684e+18	truth
1.3389650117592924e+18	truth
1.338964258202202e+18	truth
1.3389556256031498e+18	truth
1.3389545868964086e+18	truth
1.33890911430767e+18	truth
1.3389057499054367e+18	truth
1.338810264595075e+18	truth
1.3388085240385782e+18	truth
1.3387857996058092e+18	truth
1.3387758301730038e+18	truth
1.3387680941357752e+18	truth
1.3387672002331484e+18	truth
1.3387604231396598e+18	truth
1.338758107657343e+18	truth
1.3387581085297009e+18	truth
1.338752532810752e+18	fake
1.338694731140911e+18	truth
1.3406685660944343e+18	fake
1.3404747567101952e+18	truth
1.338201916204077e+18	truth
1.338150395042992e+18	truth
1.3381494549401682e+18	fake
1.3380178949496463e+18	truth
1.3380133339124326e+18	fake
1.3404093939768934e+18	truth
1.340363988509573e+18	truth
1.3402836771258655e+18	truth
1.3402248837463613e+18	truth
1.3402107632359956e+18	truth
1.3402073750227804e+18	truth
1.3401199429649285e+18	truth
1.341098194923602e+18	fake
1.3385571711398093e+18	fake
1.3385433772566815e+18	truth
1.3384498242791055e+18	fake
1.340078080136794e+18	truth
1.3418074938366607e+18	truth
1.3418025129076818e+18	truth
1.3418021365654077e+18	truth
1.3418002286268088e+18	truth
1.3418000982636913e+18	truth
1.3418000617102991e+18	truth
1.3418000216337408e+18	truth
1.3417999183867372e+18	truth
1.3417997893699625e+18	truth
1.3417997190902047e+18	truth
1.3417978837005312e+18	truth
1.341386782961791e+18	truth
1.3413865066619822e+18	truth
1.3412830769707868e+18	truth
1.3412747133147791e+18	truth
1.341268474308522e+18	truth
1.3411844833541612e+18	truth
1.3411766035738296e+18	truth
1.3411543011341967e+18	truth
1.3411401375735562e+18	fake
1.3411094418281513e+18	fake
1.3411094237507174e+18	fake
1.3411093990084567e+18	fake
1.3411093782131466e+18	fake
1.3411093522000732e+18	fake
1.341109326820352e+18	fake
1.3410798061469164e+18	truth
1.3410652290195702e+18	truth
1.341065113730769e+18	truth
1.341063986788393e+18	truth
1.34102963607194e+18	truth
1.3410283692956795e+18	truth
1.3409505911750492e+18	truth
1.344369385046233e+18	fake
1.3443469687227023e+18	fake
1.3442598570174136e+18	fake
1.3441904660913234e+18	fake
1.34188640289681e+18	fake
1.341871201124143e+18	fake
1.3418503370791444e+18	truth
1.3418376990959493e+18	truth
1.3417440869282693e+18	truth
1.3417403628602614e+18	truth
1.3417398237454254e+18	truth
1.3417351054678467e+18	fake
1.3417302299125432e+18	truth
1.3417227915031183e+18	truth
1.3417101541113324e+18	truth
1.3416738745225994e+18	fake
1.3416536575662694e+18	truth
1.3416506175388877e+18	fake
1.3415832699098276e+18	truth
1.3438330620655165e+18	truth
1.3415318251985388e+18	truth
1.3414805076332626e+18	fake
1.3414730784974643e+18	truth
1.3414531600077906e+18	fake
1.3414349175494328e+18	truth
1.3414145333787484e+18	fake
1.3414130206485217e+18	fake
1.341395414147326e+18	fake
1.3413792249643622e+18	truth
1.3413764999628268e+18	truth
1.3413761507073106e+18	truth
1.3413744191182807e+18	truth
1.3413717752217887e+18	truth
1.341371287281791e+18	truth
1.341370767758553e+18	truth
1.341369240016851e+18	truth
1.3413691893202412e+18	truth
1.341368087640195e+18	truth
1.3422287971526656e+18	truth
1.3421930154153042e+18	fake
1.342158689420116e+18	fake
1.342152942380585e+18	truth
1.3421371632998728e+18	fake
1.342041598549504e+18	fake
1.3433441349380997e+18	fake
1.3433338066280243e+18	truth
1.3433265044496916e+18	fake
1.3433209707995423e+18	truth
1.343308059188183e+18	truth
1.343307575308079e+18	truth
1.3433067100443197e+18	truth
1.343304396696916e+18	truth
1.3433038790233498e+18	truth
1.343300429992489e+18	fake
1.3432960026279485e+18	fake
1.343290555510485e+18	truth
1.3432898770021253e+18	truth
1.3432892951808573e+18	truth
1.3432892618151158e+18	truth
1.34328725049122e+18	truth
1.3432845099497021e+18	truth
1.3432817389325107e+18	truth
1.3432817254771835e+18	truth
1.343278973338456e+18	truth
1.3432783857080934e+18	truth
1.3432772261424005e+18	truth
1.3432721156765245e+18	truth
1.3432693766199132e+18	truth
1.3432219992677007e+18	fake
1.343192529441878e+18	fake
1.3431191912058102e+18	truth
1.343109967474258e+18	truth
1.3431095536558367e+18	truth
1.3431062802951905e+18	truth
1.343099797226578e+18	truth
1.343052825413243e+18	truth
1.3430334713007227e+18	truth
1.3429684376398397e+18	truth
1.3429684357313536e+18	truth
1.3429684328624988e+18	truth
1.342939174127739e+18	truth
1.3429232851688448e+18	truth
1.3429190246199583e+18	truth
1.3429151495528735e+18	truth
1.342913624302637e+18	truth
1.34290988015224e+18	truth
1.3428893525868093e+18	truth
1.342888630575104e+18	truth
1.3428880818762547e+18	truth
1.3428839934952038e+18	truth
1.342881691489198e+18	truth
1.3428811952820838e+18	truth
1.3428810934191964e+18	truth
1.3428807037599744e+18	truth
1.3428798679274537e+18	truth
1.3428718074901955e+18	truth
1.342871618427777e+18	truth
1.3428711439973868e+18	truth
1.342871033540391e+18	truth
1.3428687899359437e+18	truth
1.3428687056430326e+18	truth
1.3428677721796977e+18	truth
1.3428657967044608e+18	truth
1.3428654573726843e+18	truth
1.3428652531099075e+18	truth
1.342861989182378e+18	truth
1.3428568076524585e+18	truth
1.3428551963392205e+18	truth
1.34285499489527e+18	truth
1.342854141069185e+18	truth
1.3428540799288238e+18	truth
1.3428490111333745e+18	truth
1.3428460703935939e+18	fake
1.3428447222939566e+18	truth
1.342843706366419e+18	truth
1.342843621813457e+18	fake
1.3428419058859459e+18	truth
1.3428404926781194e+18	truth
1.342840099671847e+18	truth
1.342832545721774e+18	truth
